0.00000,0.00000,0.000,0.35774,1.00000,1.00000,0.00000,0.35774,850,0,1526,0,0,0,0,0,0
0.00000,0.00000,0.025,0.35805,1.00000,0.99869,0.00000,0.35859,850,0,1524,0,0,0,2,0,0
0.00000,0.00000,0.050,0.35895,1.00000,0.99476,0.00000,0.36111,850,0,1518,0,0,0,8,0,0
0.00000,0.00000,0.075,0.36047,1.00000,0.98820,0.00000,0.36532,850,0,1508,0,0,0,18,0,0
0.00000,0.00000,0.100,0.36293,0.99529,0.97313,0.00471,0.37332,846,0,1485,0,4,0,41,0,0
0.00000,0.00000,0.125,0.37055,0.99176,0.93840,0.00824,0.39436,843,0,1432,0,7,0,94,0,0
0.00000,0.00000,0.150,0.38277,0.97765,0.87811,0.02235,0.42803,831,0,1340,0,19,0,186,0,0
0.00000,0.00000,0.175,0.39794,0.95647,0.80603,0.04353,0.46675,813,0,1230,0,37,0,296,0,0
0.00000,0.00000,0.200,0.41451,0.92118,0.72477,0.07882,0.50631,783,0,1106,0,67,0,420,0,0
0.00000,0.00000,0.225,0.43268,0.88471,0.64613,0.11529,0.54377,752,0,986,0,98,0,540,0,0
0.00000,0.00000,0.250,0.44806,0.84235,0.57798,0.15765,0.57239,716,0,882,0,134,0,644,0,0
0.00000,0.00000,0.275,0.46580,0.80118,0.51180,0.19882,0.60017,681,0,781,0,169,0,745,0,0
0.00000,0.00000,0.300,0.48294,0.76588,0.45675,0.23412,0.62290,651,0,697,0,199,0,829,0,0
0.00000,0.00000,0.325,0.50583,0.71412,0.38860,0.28588,0.64815,607,0,593,0,243,0,933,0,0
0.00000,0.00000,0.350,0.53246,0.66588,0.32569,0.33412,0.67130,566,0,497,0,284,0,1029,0,0
0.00000,0.00000,0.375,0.55124,0.60118,0.27261,0.39882,0.68224,511,0,416,0,339,0,1110,0,0
0.00000,0.00000,0.400,0.57583,0.54941,0.22543,0.45059,0.69402,467,0,344,0,383,0,1182,0,0
0.00000,0.00000,0.425,0.58953,0.50353,0.19528,0.49647,0.69697,428,0,298,0,422,0,1228,0,0
0.00000,0.00000,0.450,0.61224,0.45882,0.16186,0.54118,0.70244,390,0,247,0,460,0,1279,0,0
0.00000,0.00000,0.475,0.62929,0.40941,0.13434,0.59059,0.70244,348,0,205,0,502,0,1321,0,0
0.00000,0.00000,0.500,0.66597,0.37529,0.10485,0.62471,0.70918,319,0,160,0,531,0,1366,0,0
0.00000,0.00000,0.525,0.69024,0.33294,0.08322,0.66706,0.70791,283,0,127,0,567,0,1399,0,0
0.00000,0.00000,0.550,0.68555,0.28471,0.07274,0.71529,0.69739,242,0,111,0,608,0,1415,0,0
0.00000,0.00000,0.575,0.69072,0.23647,0.05898,0.76353,0.68897,201,0,90,0,649,0,1436,0,0
0.00000,0.00000,0.600,0.70155,0.21294,0.05046,0.78706,0.68603,181,0,77,0,669,0,1449,0,0
0.00000,0.00000,0.625,0.72273,0.18706,0.03997,0.81294,0.68350,159,0,61,0,691,0,1465,0,0
0.00000,0.00000,0.650,0.71204,0.16000,0.03604,0.84000,0.67635,136,0,55,0,714,0,1471,0,0
0.00000,0.00000,0.675,0.75000,0.14118,0.02621,0.85882,0.67593,120,0,40,0,730,0,1486,0,0
0.00000,0.00000,0.700,0.77311,0.10824,0.01769,0.89176,0.66961,92,0,27,0,758,0,1499,0,0
0.00000,0.00000,0.725,0.77011,0.07882,0.01311,0.92118,0.66204,67,0,20,0,783,0,1506,0,0
0.00000,0.00000,0.750,0.74667,0.06588,0.01245,0.93412,0.65783,56,0,19,0,794,0,1507,0,0
0.00000,0.00000,0.775,0.71667,0.05059,0.01114,0.94941,0.65320,43,0,17,0,807,0,1509,0,0
0.00000,0.00000,0.800,0.71111,0.03765,0.00852,0.96235,0.65025,32,0,13,0,818,0,1513,0,0
0.00000,0.00000,0.825,0.80000,0.02824,0.00393,0.97176,0.64983,24,0,6,0,826,0,1520,0,0
0.00000,0.00000,0.850,0.90000,0.02118,0.00131,0.97882,0.64899,18,0,2,0,832,0,1524,0,0
0.00000,0.00000,0.875,0.90909,0.01176,0.00066,0.98824,0.64604,10,0,1,0,840,0,1525,0,0
0.00000,0.00000,0.900,0.83333,0.00588,0.00066,0.99412,0.64394,5,0,1,0,845,0,1525,0,0
0.00000,0.00000,0.925,0.80000,0.00471,0.00066,0.99529,0.64352,4,0,1,0,846,0,1525,0,0
