0,0.125,1478.00000,415,0.48748,0.61130,0.36461,0.38870,0.62667,145,731,258,663,71,486,342,1263,2
1,0.125,1469.00000,609,0.48580,0.42987,0.25812,0.57013,0.62895,112,504,202,450,104,713,398,1476,2
2,0.150,1422.00000,410,0.50319,0.60502,0.33888,0.39498,0.64082,138,729,235,621,78,488,365,1305,2
3,0.150,1418.00000,421,0.50442,0.59735,0.33294,0.40265,0.64183,138,718,230,611,78,499,370,1315,2
4,0.150,1398.00000,530,0.51251,0.50035,0.26999,0.49965,0.64688,123,594,193,489,93,623,407,1437,2
5,0.175,1389.00000,403,0.51303,0.60433,0.32542,0.39567,0.64915,134,732,212,610,82,485,388,1316,2
6,0.175,1384.00000,426,0.51500,0.58688,0.31354,0.41312,0.65042,133,708,204,588,83,509,396,1338,2
7,0.175,1352.00000,509,0.52963,0.50523,0.25455,0.49477,0.65850,116,608,174,469,100,609,426,1457,2
8,0.200,1367.00000,403,0.51960,0.61061,0.32027,0.38939,0.65471,132,743,203,606,84,474,397,1320,2
9,0.200,1353.00000,416,0.52491,0.58828,0.30206,0.41172,0.65825,129,714,192,571,87,503,408,1355,2
10,0.200,1348.00000,422,0.52702,0.57851,0.29454,0.42149,0.65951,125,704,186,558,91,513,414,1368,2
11,0.200,1348.00000,426,0.52716,0.57572,0.29295,0.42428,0.65951,125,700,187,553,91,517,413,1373,2
12,0.200,1342.00000,474,0.53197,0.52826,0.26366,0.47174,0.66103,115,642,168,498,101,575,432,1428,2
13,0.200,1335.00000,501,0.53640,0.50384,0.24703,0.49616,0.66279,111,611,160,464,105,606,440,1462,2
14,0.200,1333.00000,607,0.54613,0.41312,0.19477,0.58688,0.66330,99,493,132,360,117,724,468,1566,2
15,0.225,1337.00000,406,0.52906,0.60991,0.30800,0.39009,0.66229,131,743,186,592,85,474,414,1334,2
16,0.225,1336.00000,412,0.53091,0.58130,0.29137,0.41870,0.66254,122,711,180,556,94,506,420,1370,2
17,0.225,1336.00000,416,0.53115,0.57711,0.28899,0.42289,0.66254,121,706,178,552,95,511,422,1374,2
18,0.225,1323.00000,460,0.53852,0.53664,0.26089,0.46336,0.66582,114,655,155,504,102,562,445,1422,2
19,0.225,1316.00000,500,0.54455,0.49895,0.23674,0.50105,0.66759,107,608,146,452,109,609,454,1474,2
20,0.225,1308.00000,560,0.55365,0.45010,0.20586,0.54990,0.66961,102,543,130,390,114,674,470,1536,2
21,0.225,1306.00000,590,0.55820,0.42498,0.19082,0.57502,0.67012,99,510,123,359,117,707,477,1567,2
22,0.250,1320.00000,393,0.53551,0.59456,0.29256,0.40544,0.66658,122,730,174,565,94,487,426,1361,2
23,0.250,1315.00000,395,0.53720,0.59456,0.29058,0.40544,0.66785,123,729,175,559,93,488,425,1367,2
24,0.250,1296.00000,453,0.54841,0.54152,0.25297,0.45848,0.67264,114,662,152,487,102,555,448,1439,2
25,0.250,1288.00000,508,0.55749,0.49058,0.22090,0.50942,0.67467,105,598,133,425,111,619,467,1501,2
26,0.250,1282.00000,679,0.59196,0.33915,0.13262,0.66085,0.67618,82,404,87,248,134,813,513,1678,2
27,0.275,1322.00000,398,0.53524,0.58828,0.28979,0.41172,0.66608,120,723,171,561,96,494,429,1365,2
28,0.275,1309.00000,409,0.54058,0.57641,0.27791,0.42359,0.66936,117,709,165,537,99,508,435,1389,2
29,0.275,1308.00000,410,0.54098,0.57572,0.27712,0.42428,0.66961,117,708,167,533,99,509,433,1393,2
30,0.275,1297.00000,428,0.54613,0.56176,0.26485,0.43824,0.67239,116,689,160,509,100,528,440,1417,2
31,0.275,1287.00000,471,0.55360,0.52617,0.24070,0.47383,0.67492,112,642,139,469,104,575,461,1457,2
32,0.275,1279.00000,478,0.55781,0.51849,0.23317,0.48151,0.67694,110,633,134,455,106,584,466,1471,2
33,0.275,1268.00000,631,0.58900,0.38102,0.15083,0.61898,0.67972,88,458,91,290,128,759,509,1636,2
34,0.275,1268.00000,674,0.60404,0.33426,0.12431,0.66574,0.67972,76,403,74,240,140,814,526,1686,2
35,0.300,1314.00000,400,0.53836,0.58269,0.28345,0.41731,0.66810,117,718,161,555,99,499,439,1371,2
36,0.300,1311.00000,400,0.53910,0.58688,0.28464,0.41312,0.66886,120,721,164,555,96,496,436,1371,2
37,0.300,1303.00000,405,0.54248,0.57920,0.27712,0.42080,0.67088,117,713,159,541,99,504,441,1385,2
38,0.300,1298.00000,409,0.54497,0.57083,0.27039,0.42917,0.67214,113,705,156,527,103,512,444,1399,2
39,0.300,1294.00000,414,0.54661,0.56874,0.26762,0.43126,0.67315,114,701,157,519,102,516,443,1407,2
40,0.300,1285.00000,431,0.55153,0.55269,0.25495,0.44731,0.67542,111,681,148,496,105,536,452,1430,2
41,0.300,1277.00000,455,0.55735,0.52896,0.23832,0.47104,0.67744,106,652,131,471,110,565,469,1455,2
42,0.300,1273.00000,480,0.56182,0.50733,0.22447,0.49267,0.67845,103,624,120,447,113,593,480,1479,2
43,0.300,1265.00000,541,0.57317,0.45918,0.19398,0.54082,0.68047,99,559,107,383,117,658,493,1543,2
44,0.300,1261.00000,562,0.57978,0.43615,0.17933,0.56385,0.68149,93,532,99,354,123,685,501,1572,2
45,0.300,1250.00000,646,0.60958,0.35520,0.12906,0.64480,0.68426,77,432,71,255,139,785,529,1671,2
46,0.300,1249.00000,663,0.61856,0.33496,0.11718,0.66504,0.68452,71,409,65,231,145,808,535,1695,2
47,0.325,1314.00000,397,0.53821,0.58479,0.28464,0.41521,0.66810,117,721,162,557,99,496,438,1369,2
48,0.325,1303.00000,405,0.54293,0.57362,0.27395,0.42638,0.67088,113,709,154,538,103,508,446,1388,2
49,0.325,1295.00000,413,0.54631,0.56804,0.26762,0.43196,0.67290,113,701,151,525,103,516,449,1401,2
50,0.325,1291.00000,417,0.54856,0.55967,0.26128,0.44033,0.67391,109,693,145,515,107,524,455,1411,2
51,0.325,1289.00000,419,0.54945,0.55827,0.25970,0.44173,0.67441,109,691,145,511,107,526,455,1415,2
52,0.325,1285.00000,423,0.55125,0.55548,0.25653,0.44452,0.67542,109,687,140,508,107,530,460,1418,2
53,0.325,1277.00000,441,0.55587,0.54152,0.24545,0.45848,0.67744,108,668,133,487,108,549,467,1439,2
54,0.325,1252.00000,487,0.57257,0.49826,0.21101,0.50174,0.68376,100,614,110,423,116,603,490,1503,2
55,0.325,1244.00000,632,0.61183,0.36078,0.12985,0.63922,0.68578,74,443,66,262,142,774,534,1664,2
56,0.350,1311.00000,402,0.54045,0.56874,0.27435,0.43126,0.66886,108,707,146,547,108,510,454,1379,2
57,0.350,1300.00000,404,0.54419,0.57153,0.27158,0.42847,0.67163,111,708,146,540,105,509,454,1386,2
58,0.350,1292.00000,412,0.54825,0.55897,0.26128,0.44103,0.67365,106,695,138,522,110,522,462,1404,2
59,0.350,1285.00000,420,0.55175,0.55059,0.25376,0.44941,0.67542,104,685,134,507,112,532,466,1419,2
60,0.350,1268.00000,426,0.55940,0.54222,0.24228,0.45778,0.67972,101,676,105,507,115,541,495,1419,2
61,0.350,1254.00000,466,0.56954,0.51151,0.21932,0.48849,0.68325,99,634,118,436,117,583,482,1490,2
62,0.350,1251.00000,478,0.57315,0.49756,0.21021,0.50244,0.68401,95,618,107,424,121,599,493,1502,2
63,0.350,1239.00000,587,0.60297,0.39637,0.14806,0.60363,0.68704,77,491,72,302,139,726,528,1624,2
64,0.375,1307.00000,402,0.54234,0.56315,0.26960,0.43685,0.66987,104,703,141,540,112,514,459,1386,2
65,0.375,1305.00000,403,0.54307,0.56315,0.26880,0.43685,0.67037,104,703,138,541,112,514,462,1385,2
66,0.375,1297.00000,406,0.54588,0.56455,0.26643,0.43545,0.67239,107,702,143,530,109,515,457,1396,2
67,0.375,1295.00000,408,0.54688,0.56176,0.26405,0.43824,0.67290,106,699,141,526,110,518,459,1400,2
68,0.375,1293.00000,411,0.54875,0.54990,0.25653,0.45010,0.67340,99,689,130,518,117,528,470,1408,2
