0.000,-0.100,0.000,1303.50000,0.64398,0.35602,1.00000,1.00000,0.00000,0.35602,429,2390,1246,3853,0,0,0,0,2
0.025,-1.000,0.000,1264.00000,0.63463,0.35826,0.98900,0.97941,0.01100,0.36537,428,2360,1233,3761,1,30,13,92,2
0.050,-1.000,0.000,1116.50000,0.58487,0.37385,0.95247,0.88194,0.04753,0.41513,414,2271,1132,3365,15,119,114,488,2
0.075,-1.000,0.000,896.00000,0.51010,0.40142,0.88116,0.72642,0.11884,0.48990,391,2093,956,2748,38,297,290,1105,2
0.100,-1.000,0.000,622.50000,0.44026,0.43323,0.76765,0.55521,0.23235,0.55974,359,1805,793,2038,70,585,453,1815,2
0.125,-1.000,0.000,433.50000,0.39303,0.46229,0.63711,0.40969,0.36289,0.60697,299,1497,611,1478,130,893,635,2375,2
0.150,-1.000,0.000,347.50000,0.36449,0.48955,0.55694,0.32104,0.44306,0.63551,267,1303,471,1166,162,1087,775,2687,2
0.175,-1.000,0.000,273.00000,0.34971,0.50942,0.47960,0.25534,0.52040,0.65029,235,1117,378,924,194,1273,868,2929,2
0.175,-0.975,0.000,305.50000,0.34971,0.50870,0.51827,0.27672,0.48173,0.65029,248,1213,400,1011,181,1177,846,2842,2
0.200,-1.000,0.000,199.00000,0.34415,0.52240,0.38879,0.19651,0.61121,0.65585,197,899,302,700,232,1491,944,3153,2
0.200,-0.975,0.000,236.50000,0.33973,0.52716,0.44413,0.22024,0.55587,0.66027,214,1038,325,798,215,1352,921,3055,2
0.200,-0.950,0.000,270.00000,0.33897,0.52605,0.48350,0.24083,0.51650,0.66103,223,1140,344,884,206,1250,902,2969,2
0.200,-0.900,0.000,325.50000,0.33759,0.52470,0.55020,0.27554,0.44980,0.66241,246,1305,377,1028,183,1085,869,2825,2
0.225,-1.000,0.000,141.00000,0.34238,0.53301,0.30933,0.14983,0.69067,0.65762,167,705,241,523,262,1685,1005,3330,2
0.225,-0.975,0.000,171.50000,0.33594,0.54272,0.35828,0.16690,0.64172,0.66406,179,831,254,597,250,1559,992,3256,2
0.225,-0.925,0.000,234.50000,0.33026,0.54423,0.44519,0.20612,0.55481,0.66974,204,1051,291,760,225,1339,955,3093,2
0.225,-0.900,0.000,266.00000,0.32963,0.54165,0.48209,0.22553,0.51791,0.67037,219,1140,309,841,210,1250,937,3012,2
0.250,-1.000,0.000,113.00000,0.34062,0.54803,0.24690,0.11257,0.75310,0.65938,141,555,174,400,288,1835,1072,3453,2
0.250,-0.950,0.000,145.50000,0.32849,0.56728,0.32600,0.13748,0.67400,0.67151,160,759,205,496,269,1631,1041,3357,2
0.250,-0.900,0.000,199.00000,0.32357,0.56474,0.39766,0.16944,0.60234,0.67643,181,940,233,631,248,1450,1013,3222,2
0.250,-0.850,0.000,252.00000,0.32091,0.55915,0.46612,0.20318,0.53388,0.67909,208,1106,266,770,221,1284,980,3083,2
0.275,-1.000,0.000,79.50000,0.33935,0.56918,0.19262,0.08060,0.80738,0.66065,115,428,126,285,314,1962,1120,3568,2
0.275,-0.925,0.000,127.00000,0.32420,0.59130,0.28946,0.11061,0.71054,0.67580,141,675,155,409,288,1715,1091,3444,2
0.275,-0.900,0.000,147.50000,0.32003,0.59283,0.32281,0.12257,0.67719,0.67997,149,761,165,460,280,1629,1081,3393,2
0.275,-0.800,0.000,234.50000,0.31473,0.57552,0.44200,0.18023,0.55800,0.68527,188,1058,225,694,241,1332,1021,3159,2
0.275,-0.750,0.000,272.50000,0.31397,0.56793,0.49379,0.20769,0.50621,0.68603,213,1179,257,802,216,1211,989,3051,2
0.300,-1.000,0.000,54.00000,0.34036,0.58757,0.14757,0.05727,0.85243,0.65964,87,329,92,200,342,2061,1154,3653,2
0.300,-0.900,0.000,101.50000,0.32243,0.61545,0.25151,0.08688,0.74849,0.67757,116,593,120,323,313,1797,1126,3530,2
0.300,-0.875,0.000,119.00000,0.31649,0.62066,0.28556,0.09649,0.71444,0.68351,127,678,127,365,302,1712,1119,3488,2
0.300,-0.825,0.000,161.00000,0.31308,0.60897,0.33700,0.11963,0.66300,0.68692,139,811,144,466,290,1579,1102,3387,2
0.300,-0.700,0.000,259.00000,0.30879,0.58356,0.46328,0.18278,0.53672,0.69121,184,1122,207,725,245,1268,1039,3128,2
0.325,-1.000,0.000,39.50000,0.34276,0.60355,0.10855,0.03942,0.89145,0.65724,64,242,61,140,365,2148,1185,3713,2
0.325,-0.975,0.000,45.00000,0.33834,0.61905,0.12912,0.04393,0.87088,0.66166,70,294,67,157,359,2096,1179,3696,2
0.325,-0.850,0.000,101.50000,0.31864,0.63528,0.24654,0.07825,0.75346,0.68136,101,594,98,301,328,1796,1148,3552,2
0.325,-0.800,0.000,132.50000,0.31283,0.62994,0.29408,0.09551,0.70592,0.68717,117,712,111,376,312,1678,1135,3477,2
0.325,-0.750,0.000,170.50000,0.30879,0.61865,0.34587,0.11787,0.65413,0.69121,135,840,130,471,294,1550,1116,3382,2
0.325,-0.675,0.000,228.50000,0.30753,0.59907,0.41185,0.15238,0.58815,0.69247,154,1007,160,617,275,1383,1086,3236,2
0.325,-0.600,0.000,273.00000,0.30614,0.58821,0.46719,0.18082,0.53281,0.69386,176,1141,188,734,253,1249,1058,3119,2
0.350,-1.000,0.000,29.50000,0.34352,0.63271,0.08372,0.02687,0.91628,0.65648,47,189,39,98,382,2201,1207,3755,2
0.350,-0.975,0.000,34.50000,0.34049,0.64608,0.09649,0.02922,0.90351,0.65951,52,220,40,109,377,2170,1206,3744,2
0.350,-0.925,0.000,49.50000,0.33354,0.66123,0.12948,0.03667,0.87052,0.66646,61,304,44,143,368,2086,1202,3710,2
0.350,-0.900,0.000,54.50000,0.33152,0.65348,0.14651,0.04295,0.85349,0.66848,65,348,55,164,364,2042,1191,3689,2
0.350,-0.800,0.000,96.50000,0.31700,0.65404,0.23271,0.06805,0.76729,0.68300,88,568,77,270,341,1822,1169,3583,2
0.350,-0.775,0.000,110.00000,0.31372,0.65131,0.25576,0.07570,0.74424,0.68628,96,625,83,303,333,1765,1163,3550,2
0.350,-0.700,0.000,149.50000,0.30677,0.63732,0.32104,0.10100,0.67896,0.69323,122,783,108,407,307,1607,1138,3446,2
0.350,-0.625,0.000,196.00000,0.30273,0.62140,0.38311,0.12904,0.61689,0.69727,140,940,133,525,289,1450,1113,3328,2
0.375,-1.000,0.000,25.00000,0.34529,0.65568,0.06350,0.01843,0.93650,0.65471,34,145,22,72,395,2245,1224,3781,2
0.375,-0.950,0.000,32.00000,0.34125,0.66205,0.08478,0.02393,0.91522,0.65875,40,199,29,93,389,2191,1217,3760,2
0.375,-0.925,0.000,37.00000,0.33860,0.66829,0.09720,0.02667,0.90280,0.66140,44,230,31,105,385,2160,1215,3748,2
0.375,-0.850,0.000,54.00000,0.32975,0.66883,0.14615,0.04001,0.85385,0.67025,59,353,48,156,370,2037,1198,3697,2
0.375,-0.775,0.000,82.00000,0.32041,0.66511,0.20149,0.05609,0.79851,0.67959,74,494,61,225,355,1896,1185,3628,2
0.375,-0.750,0.000,94.50000,0.31662,0.66490,0.22313,0.06217,0.77687,0.68338,82,547,64,253,347,1843,1182,3600,2
0.375,-0.725,0.000,106.00000,0.31460,0.65953,0.24051,0.06864,0.75949,0.68540,87,591,69,281,342,1799,1177,3572,2
0.375,-0.700,0.000,116.00000,0.31334,0.65225,0.25683,0.07570,0.74317,0.68666,92,632,77,309,337,1758,1169,3544,2
0.375,-0.650,0.000,141.00000,0.30955,0.64241,0.29443,0.09061,0.70557,0.69045,106,724,90,372,323,1666,1156,3481,2
0.375,-0.625,0.000,153.50000,0.30778,0.63841,0.31252,0.09786,0.68748,0.69222,112,769,96,403,317,1621,1150,3450,2
0.375,-0.575,0.000,176.00000,0.30399,0.63138,0.35119,0.11336,0.64881,0.69601,122,868,113,465,307,1522,1133,3388,2
0.375,-0.525,0.000,203.50000,0.30008,0.62693,0.38808,0.12767,0.61192,0.69992,133,961,122,529,296,1429,1124,3324,2
0.400,-1.000,0.000,16.50000,0.34807,0.66321,0.04541,0.01275,0.95459,0.65193,29,99,16,49,400,2291,1230,3804,2
0.400,-0.975,0.000,20.00000,0.34592,0.67857,0.05392,0.01412,0.94608,0.65408,30,122,16,56,399,2268,1230,3797,2
0.400,-0.925,0.000,29.00000,0.34150,0.68025,0.07698,0.02000,0.92302,0.65850,34,183,22,80,395,2207,1224,3773,2
