0.000,0,0,0.00000,0.63804,0.36196,1.00000,1.00000,0.00000,0.36196,1433,0,2526,0,0,0,0,0,0
0.025,0,0,0.00000,0.63779,0.36205,1.00000,0.99960,0.00000,0.36221,1433,0,2525,0,0,0,1,0,0
0.050,0,0,0.00000,0.63678,0.36228,0.99860,0.99723,0.00140,0.36322,1431,0,2519,0,2,0,7,0,0
0.075,0,0,0.00000,0.63551,0.36267,0.99791,0.99485,0.00209,0.36449,1430,0,2513,0,3,0,13,0,0
0.100,0,0,0.00000,0.62945,0.36440,0.99302,0.98258,0.00698,0.37055,1423,0,2482,0,10,0,44,0,0
0.125,0,0,0.00000,0.60924,0.37156,0.98814,0.94814,0.01186,0.39076,1416,0,2395,0,17,0,131,0,0
0.150,0,0,0.00000,0.58373,0.38012,0.97139,0.89865,0.02861,0.41627,1392,0,2270,0,41,0,256,0,0
0.175,0,0,0.00000,0.54787,0.39364,0.95045,0.83056,0.04955,0.45213,1362,0,2098,0,71,0,428,0,0
0.200,0,0,0.00000,0.51200,0.40845,0.92463,0.75970,0.07537,0.48800,1325,0,1919,0,108,0,607,0,0
0.225,0,0,0.00000,0.47588,0.42516,0.89393,0.68567,0.10607,0.52412,1281,0,1732,0,152,0,794,0,0
0.250,0,0,0.00000,0.44052,0.44396,0.85973,0.61085,0.14027,0.55948,1232,0,1543,0,201,0,983,0,0
0.275,0,0,0.00000,0.40869,0.46371,0.82484,0.54117,0.17516,0.59131,1182,0,1367,0,251,0,1159,0,0
0.300,0,0,0.00000,0.37762,0.48651,0.78018,0.46714,0.21982,0.62238,1118,0,1180,0,315,0,1346,0,0
0.325,0,0,0.00000,0.35615,0.50557,0.72854,0.40420,0.27146,0.64385,1044,0,1021,0,389,0,1505,0,0
0.350,0,0,0.00000,0.33973,0.52371,0.67830,0.34996,0.32170,0.66027,972,0,884,0,461,0,1642,0,0
0.375,0,0,0.00000,0.32483,0.54479,0.62387,0.29572,0.37613,0.67517,894,0,747,0,539,0,1779,0,0
0.400,0,0,0.00000,0.32155,0.55495,0.56385,0.25653,0.43615,0.67845,808,0,648,0,625,0,1878,0,0
0.425,0,0,0.00000,0.31447,0.57287,0.51570,0.21813,0.48430,0.68553,739,0,551,0,694,0,1975,0,0
0.450,0,0,0.00000,0.30993,0.59330,0.45708,0.17775,0.54292,0.69007,655,0,449,0,778,0,2077,0,0
0.475,0,0,0.00000,0.30437,0.61875,0.41452,0.14489,0.58548,0.69563,594,0,366,0,839,0,2160,0,0
0.500,0,0,0.00000,0.30917,0.63178,0.34962,0.11560,0.65038,0.69083,501,0,292,0,932,0,2234,0,0
0.525,0,0,0.00000,0.31321,0.64382,0.30147,0.09462,0.69853,0.68679,432,0,239,0,1001,0,2287,0,0
0.550,0,0,0.00000,0.31498,0.66848,0.25750,0.07245,0.74250,0.68502,369,0,183,0,1064,0,2343,0,0
0.575,0,0,0.00000,0.32054,0.67904,0.21703,0.05819,0.78297,0.67946,311,0,147,0,1122,0,2379,0,0
0.600,0,0,0.00000,0.32306,0.69948,0.18842,0.04592,0.81158,0.67694,270,0,116,0,1163,0,2410,0,0
0.625,0,0,0.00000,0.32508,0.72121,0.16609,0.03642,0.83391,0.67492,238,0,92,0,1195,0,2434,0,0
0.650,0,0,0.00000,0.33342,0.70545,0.13538,0.03207,0.86462,0.66658,194,0,81,0,1239,0,2445,0,0
0.675,0,0,0.00000,0.33973,0.69298,0.11026,0.02771,0.88974,0.66027,158,0,70,0,1275,0,2456,0,0
0.700,0,0,0.00000,0.34276,0.70879,0.09002,0.02098,0.90998,0.65724,129,0,53,0,1304,0,2473,0,0
0.725,0,0,0.00000,0.34605,0.71724,0.07258,0.01623,0.92742,0.65395,104,0,41,0,1329,0,2485,0,0
0.750,0,0,0.00000,0.34706,0.73600,0.06420,0.01306,0.93580,0.65294,92,0,33,0,1341,0,2493,0,0
0.775,0,0,0.00000,0.34933,0.76042,0.05094,0.00911,0.94906,0.65067,73,0,23,0,1360,0,2503,0,0
0.800,0,0,0.00000,0.35034,0.79487,0.04327,0.00633,0.95673,0.64966,62,0,16,0,1371,0,2510,0,0
0.825,0,0,0.00000,0.35287,0.80000,0.03350,0.00475,0.96650,0.64713,48,0,12,0,1385,0,2514,0,0
0.850,0,0,0.00000,0.35640,0.77500,0.02163,0.00356,0.97837,0.64360,31,0,9,0,1402,0,2517,0,0
0.875,0,0,0.00000,0.35817,0.77778,0.01465,0.00238,0.98535,0.64183,21,0,6,0,1412,0,2520,0,0
0.900,0,0,0.00000,0.36120,0.63636,0.00488,0.00158,0.99512,0.63880,7,0,4,0,1426,0,2522,0,0
0.925,0,0,0.00000,0.36095,1.00000,0.00279,0.00000,0.99721,0.63905,4,0,0,0,1429,0,2526,0,0
0.950,0,0,0.00000,0.36196,0.00000,0.00000,0.00000,1.00000,0.63804,0,0,0,0,1433,0,2526,0,0
0.975,0,0,0.00000,0.36196,0.00000,0.00000,0.00000,1.00000,0.63804,0,0,0,0,1433,0,2526,0,0
1.000,0,0,0.00000,0.36196,0.00000,0.00000,0.00000,1.00000,0.63804,0,0,0,0,1433,0,2526,0,0
